id	Term	Description	Source	XRef	Comment (source)	Comment (SCDO)	Exact Syn	Broad Syn	Related Syn	Narrow Syn
SCDO:0000764	Moderately Increased Albuminuria	'A small or moderate increase of albumin excretion in the urine. [Curator team: []]'	http://patient.info/doctor/microalbuminuria	HP:0012594			Low Level Albuminuria			
SCDO:0000764	Moderately Increased Albuminuria			HP:0012594			Microalbuminuria			
SCDO:0000764	Moderately Increased Albuminuria						Mildly Increased Albuminuria			
SCDO:0000765	Gene	'Genes with alleles that affect the phenotype associated with a nonallelic gene. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D060045	MESH:D060045			"Gene, Modifier"			
SCDO:0000765	Gene						Modifier Genes			
SCDO:0000766	Modifying the Home Environment and Making it Safer For the Patient	'Absolote - use for Object Properties [Curator team: []]'	http://bioportal.bioontology.org/ontologies/ADO/?p=classes&conceptid=http%3A%2F%2Fscai.fraunhofer.de%2FAlzheimerOntology%23Modifying_the_home_enviornment_and_make_it_safer_for_the_patient							
SCDO:0000768	Molecular Profiling Assay	'Molecular profiling is an emerging concept in clinical decision making that involves arrangement of biological specimens such as tumors or other tissues into groups based on multiple changes at the genomic and transcriptomic levels. Source:KHUTHALA [Curator team: Exact []]'	PMID: 22655528	PMID: 22655528		"Is this term needed? If we only have ""Hemoglobin Profiling"" below it then maybe we remove it and instead just have ""Hemoglobin Profiling""?"	Molecular Profiling			
SCDO:0000769	Mononeuropathy	"'Mononeuropathy is damage to a single nerve, which results in loss of movement, sensation, or other function of that nerve. [Curator team: []]'"		DOID:1188		Perhaps replace with description in existing ontology? (HP?) -- Provide source for additional info.	Single Damaged Nerve			
SCDO:0000770	Morbilliform Rash	'An exanthema consisting of widespread pink-to-red macules (flat spots of 2-10 mm in diameter) or papules (red bumps) that blanch with pressure. The macules and papules may cluster and merge to form sheets over several days. [Curator team: []]'		HP:0012282		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.				
SCDO:0000770	Morbilliform Rash			HP:0012282						
SCDO:0000770	Morbilliform Rash			HP:0012282						
SCDO:0000771	Morphine	'The principal alkaloid in opium and the prototype opiate analgesic and narcotic. Morphine has widespread effects in the central nervous system and on smooth muscle. [Curator team: []]'	http://www.drugbank.ca/drugs/DB00295	DB00295		Were these specific synonyms selected from the description source because of specific relevance to SCD?	"17-methyl-7,8-didehydro-4,5alpha-epoxymorphinan-17-ium-3,6alpha-diol"			
SCDO:0000773	Motor Aphasia	'Is a condition that affects the brain and leads to problems using language correctly. [Curator team: []]'		HP:0002427		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Broca's Aphasia			
SCDO:0000773	Motor Aphasia						Expressive Aphasia			
SCDO:0000773	Motor Aphasia						Loss of Expressive Speech			
SCDO:0000774	Multicenter Study	'A work that reports on a study executed by several cooperating institutions. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D016448	MESH:D016448						
SCDO:0000775	Multicenter Studies as Topic	"'Works about controlled studies which are planned and carried out by several cooperating institutions to assess certain variables and outcomes in specific patient populations, for example, a multicenter study of congenital anomalies in children. [Curator team: []]'"								
SCDO:0000776	Multidimensional Health Locus of Control Scales (MHLC)	"The multidimensional health locus of control (MHLC) scale is a widely used measure of the factors that people believe exert some measures of control over their health. The MHLC originally developed by Wallston and colleagues contained 3 subscales describing various types of control-related cognitions an individual may have about the current state of his or her health. These were: Internal Health Locus of Control (IHLC), Powerful Others Health Locus of Control (PHLC) and Chance Health Locus of Control (CHLC). Subsequently, a fourth subscale, the God Locus of Health Control (G LHC) scale was developed to assess the extent of an individual's belief that God controls his or her health status was added to the measure. Thus, the expanded MHLC Consists of 4 sub-scales: one Internal and 3 external subscales namely, powerful others, chance and God. Each of the 4 sub-scales has 6 items making a total of 24 items. The two original versions of the MHLC (forms A & B) deal with the general health status whereas the third version (Form C) assesses control-related cognitions about a specific disease state. [Curator team: []]"				Check and show which source was used for the description and whether the description was adapted from the source.	MHLC			
SCDO:0000776	Multidimensional Health Locus of Control Scales (MHLC)						MHLC Scales			
SCDO:0000776	Multidimensional Health Locus of Control Scales (MHLC)						Multidimensional Health Locus of Control Scales			
SCDO:0000777	Muscle Atrophy	"'The presence of skeletal muscular atrophy, reduction in the muscle bulk. [Curator team: []]'"	http://purl.obolibrary.org/obo/HP_0003202	HP:0003202		Provide source for additional info.	Amyotrophy			
SCDO:0000777	Muscle Atrophy			HP:0003202			Neurogenic Muscle Atrophy			
SCDO:0000777	Muscle Atrophy						Skeletal Muscle Atrophy			
SCDO:0000778	Muscle Cramps	'Sudden and involuntary contractions of one or more muscles. [Curator team: []]'		HP:0003394		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.				
SCDO:0000778	Muscle Cramps			HP:0003394						
SCDO:0000778	Muscle Cramps			HP:0003394						
SCDO:0000779	Muscle Pain	'Muscle pain is a pain characterized by pain in one or more muscles. [Curator team: []]'	http://purl.obolibrary.org/obo/SYMP_0019161	SYMP:0019161		"Provide source for additional info. -- Perhaps include below ""Pain"" under ""Nervous System""?"	Myalgia			
SCDO:0000780	Musculoskeletal System	'Anatomical system that consists of the muscular and skeletal systems. [Curator team: []]'	http://purl.obolibrary.org/obo/UBERON_0002204	UBERON:0002204			Musculo-Skeletal System			
SCDO:0000781	Mutation Carrier Screening	'The process of identifying carriers/heterozygotes of a genetic mutation that can result in a severe recessive condition. Carrier screening is done using various laboratory techniques. Source: CLAIR [Curator team: []]'	"Alswaidi, F.M. and O'brien, S.J., 2009. Premarital screening programmes for haemoglobinopathies, HIV and hepatitis viruses: review and factors affecting their success. Journal of medical screening, 16(1), pp.22-28."							
SCDO:0000782	"MYB proto-oncogene, transcription factor"	'This gene encodes a protein with three HTH DNA-binding domains that functions as a transcription regulator. [Curator team: []]'	http://www.ncbi.nlm.nih.gov/gene/4602			"Link to ""Hereditary Persistence of fetal hemoglobin""."	MYB-HSP1			
SCDO:0000783	Myoglobinuria	'Presence of myoglobin in the urine. [Curator team: []]'		HP:0002913		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Increased Urine Myoglobin Level			
SCDO:0000783	Myoglobinuria			DOID:0080108						
SCDO:0000783	Myoglobinuria			HP:0002913						
SCDO:0000784	Myopathy	'A disorder of muscle unrelated to impairment of innervation or neuromuscular junction. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0003198	HP:0003198		Provide source for additional info.	Muscle Tissue Disease			
SCDO:0000784	Myopathy			DOID:423			Myopathic Changes			
SCDO:0000784	Myopathy			HP:0003198			Myopathies			
SCDO:0000785	Myositis	'A general term for inflammation of the muscles without respect to the underlying cause. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0100614	HP:0100614		Provide source for additional info.	Muscle Inflammation			
SCDO:0000785	Myositis			DOID:633						
SCDO:0000785	Myositis			HP:0100614						
SCDO:0000786	N-Terminal Pro-Brain Natriuretic Peptide Level	'A quantification of N-terminal prohormone of brain natriuretic peptide (NT-proBNP) which is associated with acute congestive heart failure. [Curator team: []]'	http://www.ebi.ac.uk/efo/EFO_0004745	EFO:0004745			N-Terminal Prohormone of Brain Natriuretic Peptide			
SCDO:0000786	N-Terminal Pro-Brain Natriuretic Peptide Level						NT-proBNP			
SCDO:0000786	N-Terminal Pro-Brain Natriuretic Peptide Level						NT-proBNP Measurement			
SCDO:0000786	N-Terminal Pro-Brain Natriuretic Peptide Level									
SCDO:0000787	N-terminal Pro-brain Natriuretic Peptide Test	A bioassay to determine an individual's level of N-terminal pro-brain natriuretic peptide (NT-proBNP). [Curator team: []]	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&filter=1&id=810500			"Equipment needed: Phlebotomy supplies, centrifuge for serum separation, and freezer for sample storage is required."	NT-proBNP Test			
SCDO:0000787	N-terminal Pro-brain Natriuretic Peptide Test									
SCDO:0000787	N-terminal Pro-brain Natriuretic Peptide Test									
SCDO:0000787	N-terminal Pro-brain Natriuretic Peptide Test									
SCDO:0000787	N-terminal Pro-brain Natriuretic Peptide Test									
SCDO:0000787	N-terminal Pro-brain Natriuretic Peptide Test									
SCDO:0000788	Nail Dystrophy	'Onychodystrophy (nail dystrophy) refers to nail changes apart from changes of the color (nail dyschromia) and involves partial or complete disruption of the various keratinous layers of the nail plate. [Curator team: []]'		HP:0008404		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Onychodystrophy			
SCDO:0000788	Nail Dystrophy			HP:0008404			Poor nail formation			
SCDO:0000788	Nail Dystrophy			HP:0008404						
SCDO:0000789	Naloxone	"'A specific opiate antagonist that has no agonist activity. It is a competitive antagonist at mu, delta, and kappa opioid receptors. [Curator team: []]'"	http://www.drugbank.ca/drugs/DB01183	DB01183		Are the synonyms included relevant to SCD? Should other synonyms from the description source be included?	"3,14-dihydroxy-17-(prop-2-en-1-yl)-4,5alpha-epoxymorphinan-6-one"			
SCDO:0000790	Narcolepsy	"'Narcolepsy is a rare, long-term brain disorder that causes a person to suddenly fall asleep at inappropriate times. [Curator team: []]'"		DOID:8986		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.				
SCDO:0000791	Nasal Decongestants	"'Drugs designed to treat inflammation of the nasal passages, generally the result of an infection (more often than not the common cold) or an allergy related condition, e.g., hay fever. The inflammation involves swelling of the mucous membrane that lines the nasal passages and results in inordinate mucus production. The primary class of nasal decongestants are vasoconstrictor agents. (From PharmAssist, The Family Guide to Health and Medicine, 1993) [Curator team: []]'"	http://www.ncbi.nlm.nih.gov/mesh/68014663	MESH:D014663						
SCDO:0000792	National Origin	"'System of classification based on nation from which a person originates, regardless of the nation in which he/she currently resides. [Curator team: []]'"	http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C28407	NCIT:C28407		Include list of nations below.				
